434893,0,0,0,0,89,153,144,167,126,141,144,186,225,215,287,286,230,388,386,537,372,361,256,372,384,263,241,113,80,88,108,94,97,105,80,112,102,122,154,2729,1329,1026,840,799,0
1538410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,1,0
3663326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,39,48,15,9,18,25,33,24,28,0,48,8,70,83,74,0
5204980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,4,0
1661043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6061734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
4643567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5646492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4105334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0
1227017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
4540259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,8,17,27,16,11,32,10,0,12,61,11,40,13,0
1488067,0,0,0,0,0,0,0,0,0,0,0,0,0,40,70,20,17,16,25,22,15,22,21,22,20,42,47,37,29,37,17,32,17,15,17,18,10,16,28,169,263,55,45,73,0
1227010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,17,2,13,31,18,8,5,0
1228341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6043030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,3,11,1,0
6298246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2620384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6298249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104978,0,0,0,0,3,6,16,12,24,23,20,14,47,62,137,74,32,48,34,41,99,62,50,36,21,32,62,25,32,39,12,7,9,28,23,23,20,15,17,531,212,120,164,148,0
5301286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,52,17,0,27,26,22,45,22,0
454034,0,0,0,0,50,87,160,106,144,131,108,105,143,109,141,157,107,112,157,110,123,105,77,82,181,175,217,151,130,110,131,99,98,101,85,81,107,100,202,327,1249,1753,259,424,0
437934,0,0,0,0,5,10,8,8,9,10,10,2,5,1,26,15,35,32,52,48,49,31,22,27,27,18,45,32,33,45,47,18,16,21,19,11,14,2,10,157,114,260,95,157,0
1685484,0,0,0,0,0,0,6,2,4,2,4,4,5,6,8,6,3,7,13,13,28,34,23,22,25,29,25,10,5,10,4,7,3,5,2,7,3,5,4,173,40,38,17,35,0
1743452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2304869,0,0,0,0,15,6,15,13,13,14,10,14,20,18,37,26,41,51,35,78,92,56,27,30,21,27,25,43,23,30,22,29,12,20,15,21,28,30,44,266,351,94,87,81,0
2608268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5697657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,15,8,7,9,32,0,4,0,0
1227001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1964843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
1741281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
1104963,0,0,0,0,24,13,30,16,13,6,16,24,49,43,37,29,10,30,30,41,47,26,17,26,33,24,25,16,15,9,12,4,12,11,13,7,11,21,22,255,108,142,113,105,0
1882445,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,10,9,5,2,2,0,6,2,0,3,3,4,1,0,0,2,4,1,0,34,25,1,0,2,0
5935665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
5452230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,50,53,4,22,52,47,143,42,0
2085594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
2728506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,3,2,2,3,2,1,0,1,0,1,1,1,0,0,24,11,1,0,1,0
1346875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
2075316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848565,0,0,0,0,0,0,0,0,4,3,5,5,6,1,2,5,4,8,5,6,13,19,18,14,17,12,11,8,4,5,2,8,5,3,3,2,4,1,1,100,6,20,34,34,0
4395762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,8,8,2,15,9,16,0,16,2,29,21,42,0
1367799,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,2,2,1,1,4,1,3,1,2,1,2,0,2,0,2,0,0,16,8,1,2,2,0
1538409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1781317,0,0,0,0,2,1,3,2,12,5,2,13,19,12,6,6,5,2,5,11,11,17,12,20,22,23,20,16,14,5,13,11,13,14,13,13,20,14,8,94,44,65,64,87,0
2094078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,44,31,59,62,77,40,47,49,30,42,18,29,16,27,14,22,27,12,19,20,22,0,244,70,130,125,123,0
4437256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,15,14,17,15,19,20,1,2,3,38,44,53,0
1877068,0,0,0,0,0,0,0,1,0,1,1,1,0,1,3,0,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,13,2,1,1,4,0
2671553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391647,0,0,0,0,68,112,172,133,133,141,129,137,219,136,176,151,152,122,177,158,181,184,229,237,305,154,168,181,216,212,255,174,187,131,145,158,217,166,111,450,914,2716,854,1070,0
1685074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1741250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,7,12,41,9,3,0,3,6,1,5,1,0,6,3,1,3,0,0,0,0,73,5,0,19,1,0
738286,0,0,0,0,19,13,36,20,38,25,21,26,35,36,47,42,31,29,41,51,69,82,31,34,63,29,41,25,15,15,23,14,17,11,9,9,12,7,11,318,128,175,150,184,0
3440178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,11,9,9,10,6,4,12,4,0,5,5,27,23,21,0
2614923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,4,1,1,1,3,2,3,1,1,2,2,2,0,0,0,21,14,0,1,1,0
1392794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0
5522649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,81,21,30,18,0
857657,0,0,0,0,63,75,86,103,92,112,97,103,140,161,162,144,153,145,137,151,134,147,193,160,156,117,162,123,94,94,105,94,128,111,97,80,60,67,163,577,2242,453,306,354,0
1742582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,11,14,13,8,5,21,6,8,9,17,4,5,6,9,7,13,7,0,53,3,30,20,30,0
1743430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0
1227029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6417713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536010,0,0,0,0,15,30,52,38,30,13,24,23,46,19,24,17,42,27,43,24,21,13,15,23,33,11,25,26,34,30,31,23,23,23,30,30,39,30,11,74,76,646,53,124,0
1488039,0,0,0,0,18,17,17,4,11,5,10,47,43,28,22,29,26,25,24,20,41,31,24,47,60,47,27,9,10,12,12,8,3,7,16,8,28,10,10,169,108,228,111,123,0
738295,0,0,0,0,0,5,14,10,5,5,5,3,10,9,9,11,6,6,1,9,14,13,7,26,28,28,11,9,20,20,13,18,17,14,25,27,43,58,4,92,124,65,111,87,0
1719317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
1227026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1526014,0,0,0,0,16,7,11,5,6,9,6,6,12,14,23,14,11,14,11,14,13,16,20,14,12,10,16,6,6,6,4,4,4,5,3,2,1,4,8,53,66,113,11,59,0
4606118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,7,1,1,0,0,1,3,2,2,3,11,0
3266725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,3,3,7,3,2,3,1,0,3,2,11,12,2,0
2620351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0
3720875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,56,45,62,15,9,9,12,5,6,14,14,1,161,37,16,32,15,0
1184628,0,0,0,0,20,29,26,34,29,33,32,31,39,46,42,41,28,61,65,102,114,70,71,80,102,71,93,37,44,35,67,45,42,45,35,32,70,37,31,426,234,454,262,288,0
1230224,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,1,2,2,12,5,4,1,4,7,4,2,1,2,0,1,2,0,1,1,0,0,2,0,26,2,3,19,5,0
6083969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434875,0,0,0,0,60,95,105,61,26,26,37,42,83,72,59,71,98,127,151,87,90,59,74,72,78,62,109,107,75,74,68,34,47,58,52,36,66,58,19,239,227,1231,276,545,0
1184605,0,0,0,0,15,12,12,22,9,10,4,12,12,9,14,11,10,31,36,37,41,36,11,8,24,26,33,11,7,9,6,4,1,4,0,2,7,3,13,169,197,27,30,39,0
5272231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
2926827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,18,11,5,12,9,17,7,5,1,4,2,1,5,10,50,31,24,0
5382241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0
2128390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,25,10,23,36,26,22,23,7,21,33,35,26,20,10,15,6,95,162,24,51,23,0
1470739,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,14,0,0,1,7,1,4,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,30,2,0,1,1,0
1488027,0,0,0,0,4,21,31,20,24,15,24,23,23,36,27,22,14,25,43,35,28,21,19,24,55,55,36,23,15,18,11,15,12,12,24,19,25,16,32,180,168,174,112,119,0
4729908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0
3669905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0,0
1525131,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,0,4,1,1,0,1,0,2,0,0,1,1,0,1,0,0,0,0,1,0,11,2,2,3,0,0
1085734,0,0,0,0,15,5,4,3,6,2,2,7,7,10,11,5,21,32,45,52,27,30,30,20,11,58,59,117,76,25,19,12,12,16,7,14,27,13,12,297,170,49,110,118,0
4814299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,10,13,13,0,18,19,9,6,10,0
369723,0,0,0,0,23,15,63,23,14,29,18,11,28,22,51,30,21,28,55,24,50,83,56,69,67,47,72,27,28,29,48,23,30,39,22,31,33,17,90,128,380,454,110,116,0
901899,0,0,0,0,15,2,3,0,0,3,0,1,3,4,4,4,6,6,0,3,1,1,7,4,0,3,3,16,14,6,0,4,1,0,0,1,0,3,3,59,11,2,17,8,0
2970517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,1,3,5,4,1,3,1,0,0,1,0,13,4,5,2,5,0
1184616,0,0,0,0,6,15,12,18,13,12,20,20,17,12,23,11,15,38,39,46,38,54,46,34,30,25,47,41,31,30,18,14,17,16,18,5,32,25,47,170,450,82,55,69,0
5659776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4120525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,8,10,13,17,7,25,14,1,13,8,52,19,42,0
4724205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,35,48,38,30,0,20,30,83,54,57,0
2930080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,0
2172066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
919601,0,0,0,0,7,11,11,16,29,25,32,30,56,49,49,40,24,10,20,15,29,28,15,27,26,30,59,23,24,22,11,8,6,11,8,3,7,6,20,233,137,45,116,117,0
4705946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,3,0
1195727,0,0,0,0,0,2,3,7,12,9,3,29,23,44,69,16,16,51,51,171,104,100,36,106,36,4,30,15,17,15,8,24,15,26,23,13,25,22,7,604,180,43,96,72,0
1687222,0,0,0,0,0,0,8,4,8,8,11,17,12,11,10,21,28,17,8,15,4,7,7,10,7,5,10,6,3,3,4,2,7,2,2,1,0,4,5,71,90,20,26,40,0
1763015,0,0,0,0,0,0,1,1,0,0,2,1,0,0,2,0,0,1,0,0,1,0,1,3,5,2,2,0,0,0,0,1,0,0,0,0,0,0,0,15,4,1,4,0,0
1233715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1525142,0,0,0,0,0,0,0,15,0,0,0,0,4,0,1,0,1,0,0,0,0,7,13,10,8,7,15,13,0,0,1,1,2,0,1,4,0,0,0,68,1,6,4,4,0
369735,0,0,0,0,41,32,140,78,92,94,87,146,189,156,209,122,132,162,189,160,153,148,165,203,252,174,168,94,137,164,208,104,112,122,128,108,165,198,135,387,1247,2241,530,671,0
1845018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,22,49,19,9,25,9,26,18,19,22,10,7,23,15,12,18,15,12,9,120,139,4,25,16,0
1719330,0,0,0,0,0,0,6,0,0,4,2,3,2,1,8,2,4,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,13,0,22,1,3,0
6034117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369739,0,0,0,0,73,101,223,166,169,164,217,213,411,255,327,231,231,222,327,253,251,212,203,298,448,286,345,156,159,160,154,90,303,6,252,10,198,144,136,530,1198,4313,495,767,0
2608222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1548240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2152882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1410654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,1,2,1,3,4,6,3,3,9,5,2,5,8,27,3,7,0
535996,0,0,0,0,36,31,19,27,52,49,35,23,50,27,55,28,37,46,55,28,56,52,41,39,45,60,94,63,41,34,43,25,33,39,21,13,20,35,34,161,555,374,60,225,0
1470718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,9,13,11,18,21,17,16,11,16,13,10,9,23,8,12,5,9,7,94,65,36,22,24,0
5233451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,1,0,1,3,17,11,14,0
4729047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4328975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,4,4,5,7,8,15,10,2,3,32,12,23,4,0
6065249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4372217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,12,26,12,8,14,5,14,1,7,43,15,33,12,0
5081507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,1,0,0,2,1,4,1,0,0,0,0,0,0,1,0,0,0,25,2,1,1,0,0
5081506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,4,3,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,19,4,0,1,0,0
1064373,0,0,0,0,0,0,0,0,0,0,0,0,1,13,38,78,44,74,55,110,119,110,88,59,23,17,25,7,24,36,12,12,25,20,21,6,2,9,12,657,120,20,149,67,0
