id,160400,160000,070600,170200,011100,141200,120100,080400,080000,061200,050300,050700,090200,130600,090600,071300,010000,200000,140000,060500,010400,140400,060900,150200,100100,010800,140800,060100,072000,160300,110000,070500,070100,030000,200400,061300,141100,011000,141500,120200,040200,080300,130100,050400,130500,050800,090100,071600,071200,050000,060200,150900,060600,140300,150500,100200,070000,110100,070800,030100,200300,070400,120300,170400,061400,141000,141400,080600,170000,061000,130000,050500,071100,130400,050900,071900,090000,050100,071500,060300,140200,060700,150400,150000,020000,110200,160500,100000,070700,160100,070300,170300,141300,120000,080500,080100,061100,040000,071000,050600,071800,130700,071400,050200,090300,200100,090700,060400,010100,140100,150700,060800,010500,140500,150300,010900,060000
6299745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1687582,1,17,0,106,0,11,1,0,1,34,12,1,12,0,4,2,0,0,11,3,0,2,3,0,12,0,1,0,1,3,1,5,5,0,3,0,0,0,0,5,0,14,9,1,6,6,3,14,5,22,13,36,27,1,1,2,53,0,1,0,0,0,13,0,0,0,20,0,44,0,2,3,22,1,0,1,4,39,0,3,1,15,0,1,0,0,0,3,3,5,1,1,0,4,0,2,35,0,0,1,2,0,2,1,3,2,2,1,0,0,1,1,0,0,0,0,61
1687568,0,0,0,16,0,2,0,0,0,7,0,0,0,0,4,2,1,0,0,3,0,0,0,0,2,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,5,6,0,0,3,0,0,1,5,1,8,15,0,0,1,13,0,0,0,5,0,4,0,0,0,0,0,6,0,2,0,5,1,0,0,0,18,0,2,0,4,0,0,0,6,0,0,0,0,0,3,0,5,3,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,35
1687570,0,3,2,49,0,3,0,0,1,85,20,2,0,0,17,1,0,0,5,11,0,0,1,0,20,0,0,0,0,7,3,8,9,0,1,3,0,0,0,4,0,13,11,1,3,10,8,7,8,31,28,30,17,0,0,13,58,0,1,0,7,0,13,0,4,1,11,0,14,0,2,2,23,6,0,1,9,80,2,6,0,13,0,6,0,31,0,5,2,4,0,6,2,5,6,1,47,0,0,5,5,0,2,1,2,0,1,3,0,0,3,2,0,1,0,0,57
2023442,0,0,1,6,0,1,0,0,0,14,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,13,0,0,0,15,0,0,0,0,0,4,0,0,0,2,0,3,0,0,0,3,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,9
1466395,0,1,3,67,0,7,0,2,3,92,11,0,6,0,8,1,0,0,8,2,1,1,0,0,22,0,0,2,0,3,3,5,7,0,2,0,3,0,0,4,0,11,10,1,3,4,3,13,9,12,15,61,176,0,0,8,50,0,0,0,9,0,8,0,0,0,15,0,25,1,4,1,25,6,0,1,3,53,1,6,0,8,0,3,0,3,0,7,2,4,1,3,0,5,0,4,24,0,0,5,4,2,7,2,0,2,0,1,0,0,4,2,0,0,0,1,82
1286172,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,0,1,0,6,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,15,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6262864,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,8,0,2,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,7,0,0,0,0,1,0,0,0,20,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2650168,0,1,1,8,0,1,0,0,0,18,5,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,1,3,9,10,7,7,0,0,12,18,0,3,0,1,0,3,0,1,0,3,0,2,0,0,0,12,0,0,1,1,41,0,7,0,9,0,1,0,0,0,2,0,0,0,0,0,1,0,2,2,0,0,0,6,0,4,0,1,0,0,3,0,0,7,0,1,0,0,0,8
